x_Endpoint_ID,x_partner_ID,x_SiteID,x_ClientID,x_Reg_ID,x_agentMachineID
3aac3c55-6cf7-4aa2-96ce-cd8b8d06f34e,107011,1070112,1070112,2108352,3aac3c556cf74aa296cecd8b8d06f34e
52e768ae-7899-4793-9c71-1abdee246b19,104004,1040043,1040043,2019224,52e768ae789947939c711abdee246b19
7f1617fa-e484-4f66-bec2-bd6b7efdc6d4,103055,1030554,1030554,2015786,7f1617fae4844f66bec2bd6b7efdc6d4
da164d6b-e694-4148-a023-b7a83efd1a8d,106017,1060173,1060173,2080937,da164d6be6944148a023b7a83efd1a8d
fe565c79-5fab-47f6-a40f-3d56933df063,109005,1090054,1090054,2237827,fe565c795fab47f6a40f3d56933df063
276af0e8-986f-4010-bd35-71ddb425ec5e,110005,1100051,1100051,2304111,276af0e8986f4010bd3571ddb425ec5e
0a88f6d1-79bb-421b-a03f-de01ec85d0aa,104057,1040572,1040572,2029772,0a88f6d179bb421ba03fde01ec85d0aa
d0650796-3a4e-4ceb-939f-a30c616a8d0e,109009,1090094,1090094,2253156,d06507963a4e4ceb939fa30c616a8d0e
eb391c5c-bdeb-4084-ba5e-f81c3922152b,108016,1080163,1080163,2172983,eb391c5cbdeb4084ba5ef81c3922152b
b6535220-ffce-4be4-a6df-b88181ca4018,110001,1100011,1100011,2267796,b6535220ffce4be4a6dfb88181ca4018
ed27e1f9-8cce-48aa-9401-f9ccc4b40afe,108009,1080094,1080094,2159749,ed27e1f98cce48aa9401f9ccc4b40afe
f6c14b5e-b358-4714-9dc0-dac112bf15aa,110005,1100054,1100054,2310257,f6c14b5eb35847149dc0dac112bf15aa
728673a3-a5ea-44d5-9fef-770217eed00e,106034,1060342,1060342,2090882,728673a3a5ea44d59fef770217eed00e
f347b392-454c-4c26-b0cb-4e2e8d9817a1,107010,1070101,1070101,2106987,f347b392454c4c26b0cb4e2e8d9817a1
48665f73-fd0d-4826-8b8c-c08906388f7b,103074,1030742,1030742,2017618,48665f73fd0d48268b8cc08906388f7b
1c4a9281-2840-46a0-a1c5-8bb46ef78bc3,111001,1110014,1110014,2326896,1c4a9281284046a0a1c58bb46ef78bc3
fd0e7349-03b1-442f-827c-6fe944957a53,110001,1100012,1100012,2269362,fd0e734903b1442f827c6fe944957a53
ab3d463a-7068-4db2-9c5d-147797c0e307,109008,1090084,1090084,2249586,ab3d463a70684db29c5d147797c0e307
98715d2d-718e-41b6-8980-86e76ae38f6d,111001,1110014,1110014,2327615,98715d2d718e41b6898086e76ae38f6d
f5a4883b-b717-4b7c-8e73-894b3cea99bd,108034,1080343,1080343,2209049,f5a4883bb7174b7c8e73894b3cea99bd
4c5d6330-ab87-47bc-aee4-b1b79b0fee4d,110005,1100051,1100051,2302189,4c5d6330ab8747bcaee4b1b79b0fee4d
86207c33-0608-4a59-8fdf-566779d6e2e4,109007,1090072,1090072,2243155,86207c3306084a598fdf566779d6e2e4
a678bbad-dd1a-4c88-906b-ee4c78aa09c5,110003,1100034,1100034,2291291,a678bbaddd1a4c88906bee4c78aa09c5
a0e2df26-4598-4334-9026-502ab23e6e9e,105024,1050242,1050242,2045422,a0e2df26459843349026502ab23e6e9e
4f7851a1-34f0-4a22-9d67-c7b54145a03b,108020,1080202,1080202,2180427,4f7851a134f04a229d67c7b54145a03b
54c9e51c-d01a-49c7-9576-23c164ede2bd,107029,1070292,1070292,2126234,54c9e51cd01a49c7957623c164ede2bd
3d63e065-7e26-4194-bf56-3121ce85e079,107014,1070142,1070142,2111254,3d63e0657e264194bf563121ce85e079
0c45b168-96cf-417c-8e3f-528fc73bdc0b,107037,1070374,1070374,2134788,0c45b16896cf417c8e3f528fc73bdc0b
6208b7df-86d3-457e-8642-e7b09c0b55ed,108008,1080081,1080081,2156076,6208b7df86d3457e8642e7b09c0b55ed
2a9c0386-43ed-4c19-a5d9-b948c40d113c,109010,1090102,1090102,2255017,2a9c038643ed4c19a5d9b948c40d113c
a51e062a-abda-467a-a371-ade8f261c645,110001,1100014,1100014,2272915,a51e062aabda467aa371ade8f261c645
02bed392-42ab-4a94-aaae-f190b98306ef,108006,1080062,1080062,2152729,02bed39242ab4a94aaaef190b98306ef
b5151e9e-947f-4a11-a64b-f2d822e58437,103066,1030661,1030661,2016801,b5151e9e947f4a11a64bf2d822e58437
6454afea-85d4-47ef-a89c-a1e21dda0f84,101150,1011501,1011501,2001790,6454afea85d447efa89ca1e21dda0f84
75917a33-d63c-4476-a69f-c45224ca28e6,107010,1070102,1070102,2107157,75917a33d63c4476a69fc45224ca28e6
0e5eaeeb-ee9e-4a4b-ba83-ccfd2c7df5bd,104020,1040201,1040201,2022323,0e5eaeebee9e4a4bba83ccfd2c7df5bd
66e2b003-30c9-4f0a-b694-8dee32a5061e,110002,1100024,1100024,2282340,66e2b00330c94f0ab6948dee32a5061e
b5d42fcb-ef9c-463e-8065-472d90f74731,109010,1090102,1090102,2255237,b5d42fcbef9c463e8065472d90f74731
ea125ade-8a55-440f-8557-e5c12919a43b,107042,1070424,1070424,2139683,ea125ade8a55440f8557e5c12919a43b
43189a11-3efb-45f7-bc11-7fc37cb75449,109011,1090111,1090111,2258476,43189a113efb45f7bc117fc37cb75449
79ed53ff-9eb6-4e85-9deb-52ecd54882f5,108027,1080272,1080272,2194677,79ed53ff9eb64e859deb52ecd54882f5
f01a2b31-e228-4850-ae6e-5c7754e4edb0,107027,1070272,1070272,2124330,f01a2b31e2284850ae6e5c7754e4edb0
53c0073c-5bca-4676-9b17-710e5bd36be8,109001,1090014,1090014,2221334,53c0073c5bca46769b17710e5bd36be8
f03f3839-5f85-4c21-b7e7-f845162849ea,109005,1090053,1090053,2236865,f03f38395f854c21b7e7f845162849ea
81d64fb9-22d8-49bf-becf-c97ec2e93ab1,108034,1080342,1080342,2208738,81d64fb922d849bfbecfc97ec2e93ab1
85cfdd97-7166-48f8-9c4c-440ea7de2c61,105038,1050382,1050382,2051073,85cfdd97716648f89c4c440ea7de2c61
2aa9ab5e-fb7e-4796-b052-c75fa46a7f8b,108009,1080093,1080093,2159067,2aa9ab5efb7e4796b052c75fa46a7f8b
86848e48-5aaa-4194-ae66-35ab18b09f04,106015,1060152,1060152,2079571,86848e485aaa4194ae6635ab18b09f04
ee17b806-e9d3-4ef1-b2ce-45b3510f411e,107011,1070112,1070112,2108169,ee17b806e9d34ef1b2ce45b3510f411e
7921bdc9-8c31-4362-ae44-1ea60fc8e6ad,108032,1080323,1080323,2205020,7921bdc98c314362ae441ea60fc8e6ad
19d9819f-b2f8-4ef6-ad84-520721092dc4,111001,1110012,1110012,2317133,19d9819fb2f84ef6ad84520721092dc4
819ddd6b-b85c-4760-aa23-7c53b604c5c7,110005,1100051,1100051,2303971,819ddd6bb85c4760aa237c53b604c5c7
4d6bf6c3-eaff-4e58-9d5d-e858be1d5991,110002,1100022,1100022,2277169,4d6bf6c3eaff4e589d5de858be1d5991
82181474-e4e4-4550-8fea-0c45ff3808e5,108036,1080361,1080361,2212134,82181474e4e445508fea0c45ff3808e5
14485b39-9c46-4e31-8a22-a8fae519513a,108020,1080203,1080203,2181004,14485b399c464e318a22a8fae519513a
d4402aa6-5f29-42cb-a70d-350adb37b130,108006,1080062,1080062,2152546,d4402aa65f2942cba70d350adb37b130
b6b400cb-9116-4a89-bd21-c605590e34fd,106008,1060083,1060083,2075482,b6b400cb91164a89bd21c605590e34fd
86f6c797-a62f-4af0-80b6-9bd8489685fd,108006,1080061,1080061,2151936,86f6c797a62f4af080b69bd8489685fd
bb7a3aac-11a0-4e30-88b0-aa760c2746c4,108036,1080362,1080362,2212626,bb7a3aac11a04e3088b0aa760c2746c4
34279147-1800-4670-80e3-b6fe32fe9f83,108018,1080184,1080184,2177541,342791471800467080e3b6fe32fe9f83
c9204d76-258e-46ca-b250-1e316c419010,111001,1110012,1110012,2317615,c9204d76258e46cab2501e316c419010
1ef6e394-751d-4b3a-9109-bc216f0212f7,109008,1090083,1090083,2248761,1ef6e394751d4b3a9109bc216f0212f7
12a29042-dd50-4d81-9d25-00150b5e4bb6,110005,1100054,1100054,2310138,12a29042dd504d819d2500150b5e4bb6
1c597143-943d-4b43-b9e4-df8368c5c199,107027,1070273,1070273,2124403,1c597143943d4b43b9e4df8368c5c199
07988d16-94c7-4e87-b15b-8ac6ef2faeef,107013,1070133,1070133,2110444,07988d1694c74e87b15b8ac6ef2faeef
967cf714-fb5c-4e7c-8c99-ca1a5aa214bf,108026,1080261,1080261,2192283,967cf714fb5c4e7c8c99ca1a5aa214bf
2232d92c-8ead-47e9-bae7-1a5f4b701b8f,108026,1080264,1080264,2193505,2232d92c8ead47e9bae71a5f4b701b8f
f668eda7-184e-457f-94b9-b72b735cd6e3,109012,1090123,1090123,2264718,f668eda7184e457f94b9b72b735cd6e3
842b6ce5-afc8-4221-ac4c-ddc5bb5f4147,106004,1060044,1060044,2073186,842b6ce5afc84221ac4cddc5bb5f4147
78a53095-3985-44be-b202-f8af93ca1e84,109002,1090023,1090023,2224558,78a53095398544beb202f8af93ca1e84
847c8b92-6883-450c-8cca-8185febd76ce,110005,1100053,1100053,2306539,847c8b926883450c8cca8185febd76ce
8c6e6e64-a063-47ce-9c4f-942a05c40ea0,108003,1080031,1080031,2146173,8c6e6e64a06347ce9c4f942a05c40ea0
eb212e5e-f87f-4d39-91dd-0d92fe06a3ae,110003,1100034,1100034,2292287,eb212e5ef87f4d3991dd0d92fe06a3ae
e2002e1f-6187-42c8-87c4-19388b73bd00,109002,1090022,1090022,2223452,e2002e1f618742c887c419388b73bd00
4c4e55f4-dbbd-472d-b00f-1b28f68ab8e6,108030,1080304,1080304,2201734,4c4e55f4dbbd472db00f1b28f68ab8e6
9f8fc453-c3c5-4623-9707-5e3b06d15956,105048,1050483,1050483,2055185,9f8fc453c3c5462397075e3b06d15956
42747031-0f1c-45b2-970b-f97ee9417e21,111001,1110011,1110011,2313413,427470310f1c45b2970bf97ee9417e21
49e08a7b-7237-4a17-b1d9-382007414f83,106024,1060243,1060243,2085133,49e08a7b72374a17b1d9382007414f83
bf93de0f-13c2-4d0d-8133-af9b09d384a0,104063,1040634,1040634,2031079,bf93de0f13c24d0d8133af9b09d384a0
ffc0487f-e0ee-4950-99b5-d5127fd08745,109011,1090113,1090113,2260482,ffc0487fe0ee495099b5d5127fd08745
94a894bf-4bd9-4549-bab5-fd2d00e7316e,111001,1110012,1110012,2318354,94a894bf4bd94549bab5fd2d00e7316e
fa226b5a-f3ce-440a-b0b9-8868ba8bbc67,109010,1090102,1090102,2255528,fa226b5af3ce440ab0b98868ba8bbc67
448e9c62-f8ea-4f9e-ab19-d4f27f3efa30,109004,1090044,1090044,2233752,448e9c62f8ea4f9eab19d4f27f3efa30
aeb63529-d1da-4fe3-8bb8-b0adb49ca11f,108021,1080213,1080213,2183116,aeb63529d1da4fe38bb8b0adb49ca11f
e71aa79f-95d1-4c2f-8932-7eef3cc8e6ad,109004,1090043,1090043,2232100,e71aa79f95d14c2f89327eef3cc8e6ad
f79339e0-d296-4bb2-8cfc-676a4efdcfab,105025,1050253,1050253,2045889,f79339e0d2964bb28cfc676a4efdcfab
5606a896-2a2a-479b-ac47-08ae459b33ba,110004,1100043,1100043,2299461,5606a8962a2a479bac4708ae459b33ba
b3d59d9e-6578-453c-a067-f37a75870983,102088,1020884,1020884,2006688,b3d59d9e6578453ca067f37a75870983
9fe6943d-26a5-40e7-84b8-4b717a22e498,111001,1110014,1110014,2329135,9fe6943d26a540e784b84b717a22e498
87b6136c-0810-4313-bc8e-c1808b7d13f9,107043,1070434,1070434,2140803,87b6136c08104313bc8ec1808b7d13f9
8736a58c-d578-45a1-ab82-42431f996901,107020,1070203,1070203,2117523,8736a58cd57845a1ab8242431f996901
0f6efc8d-5191-4bf5-8f84-996ac8d6072e,111001,1110012,1110012,2318855,0f6efc8d51914bf58f84996ac8d6072e
37186084-939f-4ade-ad34-422df0625aa8,111001,1110011,1110011,2311710,37186084939f4adead34422df0625aa8
f1ad1937-5b3c-47e8-a0bb-8445e441063c,108006,1080062,1080062,2152792,f1ad19375b3c47e8a0bb8445e441063c
67f96d27-135e-4dbc-b8ba-0824ef33f883,104045,1040453,1040453,2027434,67f96d27135e4dbcb8ba0824ef33f883
ead9dc52-626d-49dc-a5c8-2a0199bdcc5c,104020,1040203,1040203,2022406,ead9dc52626d49dca5c82a0199bdcc5c
